-0.221,0.112,-0.078,0.179,-0.163,0.145,-0.213,0.155,-0.031,-0.211,-0.192,-0.153,0.092,0.159,-0.012,0.173
-0.239,0.128,-0.090,0.206,-0.183,0.169,-0.243,0.182,-0.046,-0.233,-0.220,-0.183,0.110,0.165,-0.018,0.187
-0.240,0.129,-0.090,0.211,-0.186,0.174,-0.248,0.186,-0.050,-0.236,-0.225,-0.189,0.112,0.165,-0.019,0.188
-0.282,0.159,-0.110,0.253,-0.220,0.210,-0.294,0.227,-0.065,-0.276,-0.269,-0.232,0.138,0.189,-0.026,0.220
-0.207,0.105,-0.073,0.166,-0.151,0.134,-0.199,0.144,-0.027,-0.197,-0.177,-0.140,0.085,0.149,-0.010,0.161
-0.033,-0.012,0.008,-0.033,0.018,-0.025,0.008,-0.038,0.043,-0.027,0.032,0.049,-0.052,0.047,-0.019,0.020
-0.254,0.142,-0.098,0.219,-0.191,0.181,-0.256,0.196,-0.050,-0.245,-0.232,-0.197,0.118,0.173,-0.020,0.196
-0.344,0.203,-0.140,0.318,-0.272,0.266,-0.366,0.289,-0.091,-0.339,-0.337,-0.300,0.177,0.226,-0.038,0.268
-0.286,0.161,-0.113,0.264,-0.228,0.220,-0.307,0.237,-0.073,-0.285,-0.282,-0.245,0.144,0.190,-0.030,0.225
-0.232,0.119,-0.082,0.188,-0.172,0.152,-0.224,0.164,-0.034,-0.221,-0.202,-0.162,0.097,0.166,-0.013,0.181
-0.293,0.170,-0.117,0.263,-0.226,0.219,-0.305,0.238,-0.069,-0.285,-0.278,-0.243,0.145,0.195,-0.028,0.227
-0.216,0.111,-0.077,0.172,-0.156,0.139,-0.205,0.149,-0.028,-0.204,-0.184,-0.146,0.088,0.156,-0.011,0.167
-0.317,0.187,-0.129,0.292,-0.248,0.244,-0.337,0.265,-0.082,-0.312,-0.308,-0.274,0.162,0.207,-0.034,0.245
-0.266,0.150,-0.104,0.240,-0.208,0.199,-0.280,0.215,-0.062,-0.263,-0.255,-0.220,0.131,0.179,-0.025,0.208
-0.203,0.099,-0.067,0.147,-0.138,0.116,-0.179,0.124,-0.013,-0.187,-0.158,-0.118,0.070,0.153,-0.006,0.155
-0.216,0.115,-0.080,0.183,-0.162,0.150,-0.217,0.161,-0.037,-0.210,-0.194,-0.160,0.096,0.151,-0.014,0.168
-0.179,0.076,-0.052,0.123,-0.122,0.096,-0.156,0.099,-0.005,-0.168,-0.137,-0.093,0.053,0.141,-0.005,0.141
-0.196,0.098,-0.068,0.158,-0.144,0.127,-0.190,0.136,-0.026,-0.189,-0.170,-0.133,0.080,0.142,-0.010,0.153
-0.244,0.130,-0.091,0.216,-0.191,0.178,-0.254,0.190,-0.053,-0.241,-0.232,-0.194,0.115,0.167,-0.020,0.193
-0.227,0.122,-0.086,0.199,-0.175,0.164,-0.235,0.176,-0.046,-0.224,-0.212,-0.178,0.106,0.156,-0.018,0.178
-0.306,0.174,-0.121,0.281,-0.243,0.234,-0.326,0.253,-0.078,-0.303,-0.299,-0.262,0.154,0.203,-0.032,0.240
-0.219,0.114,-0.080,0.189,-0.169,0.155,-0.224,0.165,-0.041,-0.215,-0.203,-0.166,0.099,0.153,-0.016,0.173
-0.295,0.170,-0.119,0.274,-0.235,0.230,-0.319,0.248,-0.078,-0.294,-0.292,-0.257,0.151,0.194,-0.032,0.231
-0.189,0.088,-0.061,0.148,-0.139,0.119,-0.181,0.125,-0.021,-0.183,-0.162,-0.121,0.072,0.141,-0.008,0.150
-0.304,0.178,-0.124,0.286,-0.243,0.241,-0.332,0.259,-0.084,-0.305,-0.303,-0.270,0.158,0.198,-0.034,0.238
-0.051,-0.001,0.000,-0.023,0.010,-0.016,-0.004,-0.027,0.043,-0.040,0.018,0.038,-0.049,0.062,-0.021,0.030
-0.137,0.048,-0.031,0.069,-0.077,0.052,-0.101,0.049,0.019,-0.125,-0.081,-0.039,0.015,0.120,-0.003,0.106
-0.178,0.078,-0.054,0.127,-0.124,0.101,-0.160,0.104,-0.009,-0.168,-0.141,-0.099,0.057,0.138,-0.005,0.140
-0.304,0.174,-0.121,0.278,-0.240,0.232,-0.322,0.250,-0.076,-0.299,-0.295,-0.258,0.152,0.201,-0.031,0.238
-0.174,0.082,-0.057,0.132,-0.124,0.106,-0.164,0.111,-0.015,-0.167,-0.143,-0.106,0.063,0.130,-0.006,0.136
-0.188,0.089,-0.062,0.144,-0.135,0.115,-0.176,0.122,-0.018,-0.179,-0.156,-0.117,0.070,0.140,-0.007,0.147
-0.284,0.165,-0.115,0.264,-0.225,0.221,-0.307,0.239,-0.074,-0.283,-0.279,-0.247,0.145,0.186,-0.030,0.222
-0.259,0.140,-0.098,0.230,-0.203,0.190,-0.270,0.204,-0.058,-0.255,-0.247,-0.209,0.124,0.177,-0.023,0.204
-0.199,0.096,-0.067,0.159,-0.147,0.128,-0.192,0.135,-0.025,-0.192,-0.172,-0.133,0.079,0.145,-0.010,0.156
-0.324,0.190,-0.132,0.305,-0.259,0.257,-0.353,0.277,-0.090,-0.324,-0.324,-0.289,0.169,0.211,-0.037,0.254
-0.173,0.070,-0.048,0.120,-0.121,0.095,-0.154,0.096,-0.006,-0.165,-0.135,-0.091,0.051,0.137,-0.005,0.138
-0.310,0.178,-0.124,0.285,-0.246,0.238,-0.330,0.257,-0.080,-0.307,-0.304,-0.266,0.157,0.205,-0.032,0.243
-0.200,0.099,-0.069,0.162,-0.149,0.132,-0.196,0.140,-0.028,-0.193,-0.175,-0.138,0.082,0.144,-0.011,0.157
-0.202,0.101,-0.071,0.169,-0.154,0.138,-0.204,0.146,-0.033,-0.198,-0.183,-0.146,0.087,0.144,-0.012,0.160
-0.207,0.109,-0.076,0.177,-0.157,0.145,-0.211,0.155,-0.037,-0.203,-0.188,-0.154,0.092,0.144,-0.014,0.161
-0.217,0.112,-0.078,0.184,-0.166,0.151,-0.220,0.161,-0.039,-0.212,-0.198,-0.161,0.096,0.153,-0.015,0.171
-0.222,0.116,-0.081,0.187,-0.168,0.153,-0.222,0.164,-0.038,-0.215,-0.200,-0.163,0.098,0.156,-0.015,0.174
-0.137,0.051,-0.033,0.076,-0.081,0.058,-0.107,0.056,0.013,-0.126,-0.089,-0.048,0.022,0.117,-0.000,0.105
-0.234,0.128,-0.091,0.214,-0.186,0.178,-0.252,0.190,-0.056,-0.235,-0.228,-0.195,0.115,0.157,-0.022,0.184
-0.172,0.079,-0.055,0.131,-0.123,0.105,-0.163,0.110,-0.016,-0.166,-0.143,-0.106,0.063,0.129,-0.006,0.135
-0.231,0.126,-0.088,0.203,-0.177,0.168,-0.240,0.180,-0.048,-0.227,-0.216,-0.182,0.109,0.157,-0.019,0.180
-0.178,0.081,-0.057,0.140,-0.132,0.112,-0.173,0.117,-0.020,-0.174,-0.153,-0.114,0.067,0.133,-0.008,0.142
-0.168,0.071,-0.049,0.122,-0.119,0.096,-0.154,0.099,-0.009,-0.162,-0.135,-0.094,0.054,0.131,-0.005,0.134
-0.233,0.123,-0.087,0.208,-0.184,0.171,-0.246,0.183,-0.051,-0.232,-0.223,-0.187,0.110,0.160,-0.020,0.185
-0.298,0.173,-0.121,0.278,-0.237,0.233,-0.322,0.251,-0.080,-0.297,-0.294,-0.260,0.153,0.195,-0.033,0.233
-0.362,0.215,-0.149,0.343,-0.291,0.290,-0.395,0.313,-0.105,-0.362,-0.365,-0.328,0.191,0.234,-0.044,0.283
-0.148,0.058,-0.040,0.095,-0.096,0.073,-0.127,0.073,0.003,-0.140,-0.108,-0.067,0.035,0.121,-0.002,0.115
-0.240,0.129,-0.090,0.212,-0.187,0.175,-0.249,0.187,-0.051,-0.237,-0.227,-0.190,0.113,0.165,-0.020,0.189
-0.276,0.150,-0.104,0.241,-0.214,0.199,-0.282,0.214,-0.058,-0.268,-0.259,-0.218,0.130,0.190,-0.023,0.217
-0.224,0.118,-0.084,0.200,-0.176,0.165,-0.237,0.176,-0.048,-0.224,-0.214,-0.179,0.106,0.154,-0.019,0.178
-0.183,0.086,-0.060,0.140,-0.131,0.112,-0.172,0.118,-0.017,-0.175,-0.152,-0.114,0.068,0.136,-0.007,0.143
-0.168,0.073,-0.052,0.126,-0.121,0.100,-0.158,0.104,-0.013,-0.163,-0.138,-0.099,0.058,0.128,-0.006,0.133
-0.177,0.077,-0.053,0.127,-0.124,0.101,-0.160,0.104,-0.010,-0.168,-0.141,-0.099,0.057,0.137,-0.006,0.139
-0.100,0.026,-0.016,0.030,-0.042,0.021,-0.060,0.015,0.032,-0.090,-0.037,-0.001,-0.010,0.096,-0.006,0.078
-0.105,0.029,-0.017,0.025,-0.037,0.018,-0.058,0.011,0.038,-0.091,-0.039,-0.001,-0.018,0.106,-0.007,0.076
-0.182,0.082,-0.057,0.138,-0.132,0.110,-0.171,0.114,-0.016,-0.175,-0.151,-0.110,0.065,0.138,-0.007,0.144
-0.200,0.103,-0.073,0.172,-0.153,0.141,-0.205,0.150,-0.036,-0.197,-0.184,-0.150,0.089,0.139,-0.014,0.157
-0.153,0.063,-0.044,0.107,-0.105,0.084,-0.137,0.085,-0.004,-0.146,-0.118,-0.079,0.046,0.120,-0.003,0.120
-0.216,0.113,-0.080,0.188,-0.167,0.155,-0.224,0.165,-0.043,-0.214,-0.202,-0.167,0.099,0.150,-0.016,0.170
-0.227,0.124,-0.087,0.201,-0.176,0.166,-0.237,0.178,-0.048,-0.224,-0.214,-0.181,0.108,0.154,-0.019,0.177
-0.127,0.042,-0.027,0.061,-0.070,0.046,-0.093,0.042,0.020,-0.117,-0.074,-0.032,0.011,0.113,-0.002,0.099
0.274,-0.081,0.056,-0.196,0.245,-0.135,0.205,-0.163,0.045,0.221,0.241,0.160,-0.123,-0.217,0.000,-0.249
-0.369,0.218,-0.151,0.350,-0.298,0.295,-0.403,0.319,-0.107,-0.369,-0.372,-0.334,0.195,0.239,-0.045,0.290
-0.213,0.107,-0.075,0.179,-0.163,0.146,-0.215,0.155,-0.036,-0.209,-0.194,-0.155,0.092,0.152,-0.014,0.169
-0.138,0.050,-0.034,0.081,-0.086,0.062,-0.112,0.060,0.010,-0.130,-0.093,-0.052,0.026,0.117,-0.001,0.109
-0.101,0.026,-0.016,0.028,-0.041,0.020,-0.059,0.014,0.033,-0.090,-0.038,-0.001,-0.013,0.099,-0.007,0.077
-0.110,0.032,-0.018,0.024,-0.036,0.016,-0.058,0.010,0.040,-0.092,-0.040,-0.002,-0.019,0.110,-0.007,0.076
-0.032,-0.014,0.009,-0.032,0.016,-0.023,0.006,-0.037,0.040,-0.028,0.032,0.048,-0.049,0.044,-0.018,0.021
-0.035,-0.009,0.006,-0.036,0.022,-0.027,0.010,-0.039,0.047,-0.027,0.032,0.050,-0.056,0.051,-0.020,0.018
-0.307,0.177,-0.124,0.289,-0.247,0.243,-0.335,0.261,-0.085,-0.308,-0.308,-0.272,0.159,0.200,-0.035,0.241
-0.211,0.102,-0.072,0.176,-0.162,0.143,-0.212,0.151,-0.035,-0.207,-0.192,-0.151,0.089,0.152,-0.013,0.168
-0.297,0.169,-0.119,0.278,-0.239,0.233,-0.323,0.250,-0.081,-0.298,-0.297,-0.261,0.153,0.195,-0.033,0.234
-0.125,0.040,-0.027,0.062,-0.071,0.047,-0.094,0.043,0.019,-0.116,-0.072,-0.031,0.013,0.110,-0.002,0.099
-0.192,0.095,-0.066,0.155,-0.142,0.126,-0.188,0.133,-0.026,-0.186,-0.167,-0.131,0.078,0.138,-0.010,0.150
-2.010,0.752,-0.517,1.213,-1.216,0.985,-1.688,0.920,0.058,-1.928,-1.346,-0.780,0.377,1.626,-0.133,1.498
-0.180,0.081,-0.056,0.134,-0.128,0.107,-0.167,0.111,-0.014,-0.172,-0.148,-0.107,0.062,0.137,-0.006,0.141
-0.240,0.125,-0.086,0.199,-0.180,0.162,-0.235,0.174,-0.039,-0.230,-0.213,-0.173,0.104,0.171,-0.015,0.188
-0.199,0.093,-0.063,0.142,-0.136,0.112,-0.175,0.119,-0.011,-0.184,-0.154,-0.112,0.066,0.152,-0.006,0.154
-0.185,0.084,-0.058,0.139,-0.133,0.111,-0.173,0.116,-0.016,-0.177,-0.153,-0.112,0.066,0.140,-0.007,0.146
-0.106,0.028,-0.017,0.034,-0.046,0.025,-0.066,0.019,0.030,-0.096,-0.044,-0.007,-0.009,0.102,-0.007,0.083
-0.209,0.109,-0.076,0.174,-0.156,0.142,-0.208,0.152,-0.034,-0.202,-0.186,-0.151,0.091,0.147,-0.013,0.163
-0.188,0.086,-0.057,0.122,-0.120,0.095,-0.155,0.100,0.001,-0.170,-0.135,-0.092,0.051,0.149,-0.004,0.142
-0.225,0.119,-0.082,0.182,-0.164,0.148,-0.216,0.160,-0.032,-0.213,-0.194,-0.157,0.095,0.160,-0.012,0.174
-0.265,0.145,-0.101,0.233,-0.205,0.193,-0.273,0.208,-0.057,-0.259,-0.249,-0.211,0.126,0.181,-0.022,0.208
-0.224,0.112,-0.077,0.172,-0.159,0.138,-0.206,0.148,-0.023,-0.209,-0.184,-0.143,0.086,0.165,-0.010,0.173
-0.034,-0.013,0.008,-0.030,0.015,-0.022,0.005,-0.036,0.040,-0.029,0.030,0.046,-0.050,0.047,-0.019,0.022
-0.310,0.177,-0.123,0.282,-0.244,0.235,-0.327,0.255,-0.077,-0.304,-0.300,-0.263,0.155,0.205,-0.031,0.242
-0.170,0.073,-0.049,0.112,-0.111,0.087,-0.144,0.090,-0.000,-0.157,-0.124,-0.082,0.047,0.135,-0.003,0.132
-0.195,0.093,-0.064,0.142,-0.133,0.112,-0.174,0.119,-0.012,-0.181,-0.153,-0.113,0.067,0.147,-0.006,0.150
-0.205,0.095,-0.063,0.140,-0.136,0.110,-0.174,0.116,-0.006,-0.187,-0.154,-0.108,0.063,0.160,-0.006,0.158
-0.273,0.157,-0.110,0.254,-0.217,0.212,-0.295,0.228,-0.071,-0.273,-0.269,-0.236,0.139,0.180,-0.029,0.214
-0.194,0.090,-0.063,0.152,-0.143,0.122,-0.185,0.128,-0.022,-0.187,-0.166,-0.125,0.074,0.144,-0.009,0.154
-0.130,0.042,-0.028,0.067,-0.076,0.051,-0.099,0.047,0.017,-0.122,-0.079,-0.037,0.015,0.115,-0.003,0.104
-0.201,0.092,-0.064,0.154,-0.147,0.123,-0.189,0.129,-0.021,-0.192,-0.169,-0.126,0.074,0.151,-0.009,0.160
-0.164,0.066,-0.045,0.111,-0.112,0.087,-0.144,0.088,-0.003,-0.156,-0.125,-0.082,0.046,0.131,-0.004,0.130
-0.219,0.106,-0.074,0.178,-0.165,0.144,-0.214,0.152,-0.032,-0.212,-0.194,-0.151,0.090,0.160,-0.013,0.174
-0.107,0.028,-0.018,0.039,-0.051,0.029,-0.070,0.023,0.027,-0.099,-0.047,-0.010,-0.004,0.100,-0.008,0.086
-0.038,-0.007,0.005,-0.035,0.022,-0.026,0.009,-0.038,0.048,-0.028,0.030,0.049,-0.057,0.055,-0.021,0.019
-0.036,-0.010,0.006,-0.033,0.019,-0.024,0.007,-0.037,0.044,-0.029,0.030,0.047,-0.054,0.051,-0.020,0.020
-0.150,0.055,-0.037,0.093,-0.098,0.072,-0.126,0.071,0.005,-0.142,-0.107,-0.063,0.033,0.124,-0.003,0.120
-0.038,-0.008,0.005,-0.035,0.021,-0.026,0.009,-0.038,0.047,-0.028,0.030,0.048,-0.057,0.055,-0.020,0.019
-0.137,0.046,-0.030,0.074,-0.082,0.056,-0.106,0.053,0.015,-0.128,-0.086,-0.043,0.019,0.119,-0.004,0.110
-0.189,0.080,-0.055,0.134,-0.133,0.106,-0.169,0.109,-0.009,-0.179,-0.149,-0.103,0.059,0.148,-0.007,0.151
-0.191,0.080,-0.053,0.124,-0.126,0.097,-0.160,0.100,-0.001,-0.177,-0.143,-0.094,0.049,0.155,-0.007,0.150
-2.024,0.754,-0.526,1.253,-1.255,1.012,-1.723,0.953,0.042,-1.945,-1.384,-0.806,0.417,1.624,-0.120,1.517
-0.150,0.054,-0.036,0.082,-0.090,0.063,-0.116,0.061,0.014,-0.139,-0.096,-0.052,0.023,0.129,-0.005,0.118
-0.154,0.062,-0.042,0.101,-0.102,0.079,-0.132,0.080,0.001,-0.145,-0.113,-0.072,0.040,0.124,-0.002,0.121
-0.191,0.083,-0.058,0.141,-0.138,0.113,-0.176,0.117,-0.015,-0.183,-0.157,-0.112,0.065,0.147,-0.008,0.152
-0.174,0.074,-0.051,0.126,-0.124,0.100,-0.159,0.103,-0.010,-0.167,-0.141,-0.098,0.056,0.135,-0.006,0.138
-0.164,0.065,-0.045,0.113,-0.114,0.089,-0.147,0.090,-0.005,-0.157,-0.128,-0.084,0.047,0.131,-0.005,0.132
-0.218,0.113,-0.079,0.188,-0.168,0.154,-0.224,0.164,-0.042,-0.215,-0.202,-0.166,0.099,0.152,-0.016,0.172
-0.301,0.175,-0.122,0.283,-0.241,0.238,-0.329,0.256,-0.083,-0.302,-0.301,-0.267,0.156,0.196,-0.034,0.236
-0.187,0.088,-0.062,0.150,-0.139,0.121,-0.182,0.127,-0.024,-0.182,-0.163,-0.124,0.074,0.137,-0.009,0.148
-0.206,0.108,-0.076,0.176,-0.157,0.145,-0.211,0.154,-0.037,-0.202,-0.188,-0.154,0.092,0.143,-0.014,0.161
-0.147,0.053,-0.036,0.092,-0.097,0.071,-0.125,0.069,0.005,-0.140,-0.106,-0.062,0.032,0.123,-0.003,0.118
-0.325,0.186,-0.130,0.304,-0.262,0.255,-0.352,0.274,-0.089,-0.324,-0.325,-0.286,0.167,0.214,-0.037,0.257
-0.215,0.109,-0.077,0.187,-0.168,0.154,-0.223,0.163,-0.043,-0.213,-0.202,-0.165,0.098,0.150,-0.016,0.171
-0.241,0.131,-0.092,0.217,-0.190,0.180,-0.255,0.193,-0.055,-0.240,-0.232,-0.197,0.117,0.163,-0.022,0.190
-0.340,0.200,-0.139,0.322,-0.274,0.272,-0.372,0.293,-0.097,-0.340,-0.343,-0.306,0.179,0.220,-0.041,0.267
-0.103,0.024,-0.016,0.037,-0.050,0.027,-0.068,0.020,0.026,-0.096,-0.045,-0.007,-0.005,0.097,-0.007,0.084
-0.176,0.074,-0.052,0.130,-0.128,0.103,-0.164,0.106,-0.013,-0.170,-0.145,-0.102,0.059,0.137,-0.007,0.142
-0.252,0.135,-0.095,0.225,-0.199,0.186,-0.265,0.199,-0.057,-0.250,-0.242,-0.204,0.121,0.172,-0.022,0.200
-0.301,0.169,-0.119,0.280,-0.243,0.234,-0.325,0.251,-0.080,-0.301,-0.300,-0.261,0.153,0.200,-0.032,0.238
-0.108,0.027,-0.018,0.041,-0.054,0.031,-0.073,0.024,0.025,-0.101,-0.050,-0.012,-0.003,0.100,-0.008,0.088
-0.153,0.060,-0.041,0.103,-0.104,0.080,-0.134,0.080,-0.001,-0.146,-0.115,-0.074,0.041,0.123,-0.003,0.122
-0.098,0.022,-0.014,0.033,-0.046,0.024,-0.063,0.017,0.027,-0.092,-0.039,-0.003,-0.007,0.092,-0.007,0.080
-0.262,0.146,-0.102,0.239,-0.208,0.199,-0.280,0.214,-0.064,-0.261,-0.255,-0.220,0.130,0.176,-0.025,0.206
-0.267,0.151,-0.106,0.246,-0.212,0.206,-0.288,0.221,-0.068,-0.267,-0.262,-0.228,0.134,0.177,-0.027,0.210
-0.187,0.089,-0.062,0.150,-0.139,0.121,-0.183,0.127,-0.024,-0.182,-0.163,-0.125,0.074,0.137,-0.009,0.148
-0.315,0.181,-0.126,0.295,-0.253,0.247,-0.341,0.266,-0.086,-0.315,-0.314,-0.277,0.162,0.207,-0.035,0.248
-0.213,0.107,-0.075,0.178,-0.162,0.145,-0.214,0.154,-0.036,-0.208,-0.193,-0.154,0.092,0.151,-0.014,0.168
0.240,-0.093,0.059,-0.113,0.162,-0.070,0.109,-0.097,-0.022,0.145,0.149,0.079,-0.061,-0.213,-0.005,-0.193
-0.185,0.084,-0.059,0.146,-0.138,0.118,-0.180,0.122,-0.022,-0.181,-0.161,-0.120,0.071,0.138,-0.009,0.148
-0.201,0.097,-0.068,0.167,-0.153,0.135,-0.201,0.142,-0.032,-0.197,-0.181,-0.142,0.084,0.145,-0.012,0.160
-0.163,0.065,-0.045,0.113,-0.114,0.089,-0.146,0.089,-0.005,-0.157,-0.127,-0.084,0.047,0.130,-0.005,0.131
-0.179,0.078,-0.055,0.136,-0.131,0.109,-0.170,0.113,-0.017,-0.173,-0.150,-0.109,0.064,0.135,-0.007,0.142
-0.185,0.084,-0.059,0.146,-0.138,0.118,-0.180,0.122,-0.022,-0.181,-0.161,-0.120,0.071,0.138,-0.009,0.148
-0.122,0.037,-0.025,0.060,-0.070,0.045,-0.092,0.041,0.019,-0.115,-0.072,-0.031,0.011,0.109,-0.002,0.097
-0.048,-0.002,0.001,-0.027,0.015,-0.020,0.000,-0.031,0.046,-0.037,0.019,0.040,-0.055,0.064,-0.022,0.026
-0.347,0.198,-0.138,0.323,-0.279,0.270,-0.373,0.291,-0.094,-0.344,-0.346,-0.304,0.178,0.229,-0.039,0.274
-0.185,0.091,-0.064,0.150,-0.137,0.122,-0.182,0.129,-0.025,-0.180,-0.161,-0.126,0.075,0.134,-0.009,0.145
-0.162,0.061,-0.042,0.106,-0.110,0.082,-0.140,0.082,0.001,-0.155,-0.121,-0.075,0.040,0.133,-0.005,0.131
-0.154,0.066,-0.045,0.105,-0.102,0.082,-0.135,0.084,-0.001,-0.145,-0.115,-0.077,0.044,0.121,-0.002,0.119
-0.169,0.067,-0.047,0.119,-0.119,0.094,-0.153,0.095,-0.007,-0.163,-0.134,-0.089,0.050,0.134,-0.006,0.136
-0.029,-0.018,0.011,-0.030,0.013,-0.022,0.004,-0.036,0.036,-0.028,0.030,0.046,-0.047,0.041,-0.018,0.022
-0.175,0.077,-0.054,0.133,-0.128,0.107,-0.166,0.110,-0.016,-0.170,-0.147,-0.106,0.062,0.133,-0.007,0.140
-0.241,0.123,-0.087,0.206,-0.186,0.169,-0.244,0.180,-0.045,-0.235,-0.222,-0.182,0.108,0.169,-0.018,0.190
-0.229,0.124,-0.087,0.201,-0.176,0.166,-0.237,0.178,-0.047,-0.225,-0.214,-0.179,0.107,0.157,-0.018,0.179
-0.091,0.018,-0.011,0.026,-0.040,0.018,-0.056,0.010,0.030,-0.085,-0.032,0.003,-0.012,0.088,-0.006,0.073
-0.167,0.066,-0.046,0.116,-0.117,0.091,-0.150,0.092,-0.006,-0.160,-0.131,-0.087,0.049,0.133,-0.005,0.134
-0.036,-0.009,0.005,-0.038,0.025,-0.028,0.011,-0.041,0.049,-0.026,0.030,0.050,-0.061,0.055,-0.021,0.016
-2.021,0.752,-0.525,1.244,-1.245,1.008,-1.718,0.947,0.045,-1.943,-1.375,-0.800,0.407,1.621,-0.131,1.510
-0.165,0.070,-0.048,0.118,-0.116,0.093,-0.150,0.095,-0.008,-0.158,-0.131,-0.090,0.052,0.129,-0.004,0.131
-0.099,0.024,-0.015,0.031,-0.043,0.022,-0.061,0.015,0.030,-0.091,-0.038,-0.002,-0.010,0.095,-0.007,0.079
-0.138,0.046,-0.030,0.073,-0.081,0.055,-0.106,0.052,0.016,-0.128,-0.087,-0.043,0.017,0.121,-0.004,0.109
-0.280,0.157,-0.110,0.258,-0.223,0.215,-0.301,0.231,-0.072,-0.279,-0.275,-0.239,0.141,0.186,-0.029,0.220
-0.272,0.151,-0.106,0.250,-0.217,0.208,-0.292,0.223,-0.069,-0.271,-0.267,-0.231,0.136,0.181,-0.027,0.214
-0.104,0.026,-0.016,0.034,-0.046,0.024,-0.065,0.018,0.029,-0.094,-0.043,-0.006,-0.009,0.099,-0.007,0.082
-0.269,0.148,-0.103,0.240,-0.211,0.199,-0.280,0.214,-0.061,-0.264,-0.257,-0.219,0.130,0.183,-0.024,0.211
-0.216,0.110,-0.077,0.184,-0.166,0.150,-0.219,0.160,-0.039,-0.212,-0.198,-0.161,0.096,0.152,-0.015,0.170
-0.159,0.064,-0.044,0.106,-0.107,0.083,-0.139,0.084,-0.001,-0.151,-0.120,-0.077,0.043,0.127,-0.003,0.126
-0.198,0.094,-0.066,0.160,-0.148,0.129,-0.194,0.136,-0.027,-0.192,-0.174,-0.134,0.079,0.145,-0.010,0.157
-0.106,0.028,-0.017,0.031,-0.044,0.023,-0.064,0.016,0.032,-0.095,-0.044,-0.006,-0.012,0.104,-0.008,0.081
-0.223,0.116,-0.081,0.192,-0.172,0.158,-0.228,0.168,-0.042,-0.219,-0.207,-0.169,0.101,0.156,-0.016,0.176
-0.197,0.092,-0.064,0.156,-0.146,0.125,-0.190,0.131,-0.024,-0.191,-0.170,-0.129,0.076,0.146,-0.010,0.157
